"p_death","p_head","p_death_head","p_arm","p_death_arm","p_trunk","p_death_trunk","p_leg","p_death_leg"
0.176320496509262,0.084272678475577,0.0345734065540829,0.318840579710145,0.0473278985507246,0.139559849704777,0.0279119699409555,0.450348899624262,0.0665072214634986
0.126948049579409,0.082662372517445,0.0169563841061426,0.310252281266774,0.0412053811057434,0.130971551261406,0.0221644163673149,0.48040794417606,0.0466218680002084
0.14815631466246,0.096081588835212,0.0295635657954499,0.304884594739667,0.0428743961352657,0.139559849704777,0.02361782071927,0.457326892109501,0.0521005320124748
0.167842838546226,0.0896403650026838,0.0344770634625707,0.302737520128824,0.0425724637681159,0.137412775093935,0.0359387257937983,0.46430488459474,0.0548545855217414
0.158921267375947,0.0869565217391304,0.0289855072463768,0.314546430488459,0.0466904857756307,0.139023081052067,0.0384986993682646,0.461084272678476,0.0447465749856748
0.167381566323943,0.0923242082662372,0.0355093108716297,0.320450885668277,0.0475669283413849,0.144390767579173,0.0310995499401297,0.450348899624262,0.0532057771707989
0.145308596678376,0.0923242082662372,0.0284074486973038,0.292002147074611,0.0479066022544283,0.15727321524423,0.024195879268343,0.461621041331186,0.0447986664583008
0.168454117931087,0.0891035963499732,0.0365553215794762,0.333333333333333,0.0364583333333333,0.144927536231884,0.0334448160535117,0.473966720343532,0.0619956469647658
0.197016831120665,0.0891035963499732,0.0479788595730625,0.326355340848094,0.0560923242082662,0.142243692968331,0.0415789256368966,0.450885668276973,0.0513667217024399
0.164292933173261,0.0880300590445518,0.0338577150171353,0.315619967793881,0.0394524959742351,0.140096618357488,0.032329988851728,0.479334406870639,0.0586527333301626
0.15290706132142,0.0933977455716586,0.0239481398901689,0.326355340848094,0.0356951154052603,0.138486312399356,0.0447417316982534,0.442297369833602,0.0485220743277369
0.150738173134198,0.0885668276972625,0.0227094429992981,0.307568438003221,0.0456546900161031,0.152979066022544,0.0258887650191998,0.461621041331186,0.0564852750995966
0.150468581797027,0.0815888352120236,0.0292882998197008,0.326892109500805,0.0331999798711755,0.143853998926463,0.02655766134027,0.485238862050456,0.0614226407658805
0.158718926739703,0.0923242082662372,0.0331420234801877,0.311325818572195,0.0462124261943102,0.14975845410628,0.0322556670382757,0.446591519055287,0.047108810026929
0.164795076894157,0.10198604401503,0.0523005353923228,0.315619967793881,0.0369867149758454,0.140096618357488,0.0301746562616128,0.447665056360709,0.0453331702643755
0.136131773481189,0.0901771336553945,0.0254345761592138,0.30703166935051,0.0479736983360172,0.138486312399356,0.01917502787068,0.44873859366613,0.0435484711152784
0.167583482029226,0.0982286634460548,0.0402989388496635,0.320450885668277,0.0500704508856683,0.127750939345142,0.0235847888021801,0.470746108427268,0.0536293034917141
0.156518881939294,0.0874932903918411,0.0269210124282588,0.309178743961353,0.0483091787439614,0.137412775093935,0.0380527684875511,0.445517981749866,0.0432359222795228
0.175014530678916,0.0831991411701557,0.0341329809928844,0.318303811057434,0.0373012278582931,0.142243692968331,0.0372021966224865,0.462694578636608,0.0663781252052517
0.179805190359924,0.0955448201825013,0.0391978749466672,0.303274288781535,0.0402786164787976,0.151368760064412,0.0349312523225567,0.469672571121846,0.0653974466119027
0.174790463847995,0.0858829844337091,0.028627661477903,0.331186258722491,0.0439856749865808,0.139023081052067,0.0384986993682646,0.457326892109501,0.0636784280152469
0.140382861761775,0.0853462157809984,0.0328254676080763,0.293612453032743,0.022938472893183,0.143853998926463,0.0376233535653826,0.445517981749866,0.0469955676951335
0.148962976268937,0.0821256038647343,0.0357983401461662,0.329575952764359,0.0334725577026302,0.122383252818035,0.0263594698377307,0.451422436929683,0.0533326085824098
0.186863754219801,0.0848094471282877,0.0347936193346821,0.308641975308642,0.0506365740740741,0.129898013955985,0.0219827408233205,0.470746108427268,0.0794508199877245
0.185922749641849,0.0966183574879227,0.0421156942896073,0.305421363392378,0.0453359836285561,0.14170692431562,0.0523225566703828,0.455716586151369,0.0461485150533032
0.174535837376085,0.0858829844337091,0.0396383005078657,0.309715512614063,0.0508127012882448,0.148148148148148,0.0273504273504274,0.448201825013419,0.0567344082295467
0.162076207450718,0.10252281266774,0.0420606410944575,0.321524422973698,0.0452143719806763,0.140096618357488,0.0301746562616128,0.44068706387547,0.0446265381139716
0.175754690998263,0.09447128287708,0.0363351087988769,0.337627482555019,0.0474788647342995,0.135802469135802,0.0292497625830959,0.46430488459474,0.0626909548819902
0.171998677503784,0.0874932903918411,0.0336512655353235,0.319914117015566,0.0499865807836822,0.143853998926463,0.0398364920104051,0.460010735373054,0.0485243391743728
0.139522098631283,0.0885668276972625,0.0227094429992981,0.319914117015566,0.044987922705314,0.142243692968331,0.0175069160576407,0.443907675791734,0.0543178168690307
0.173924805981042,0.09447128287708,0.0266457464525097,0.297906602254428,0.0512026972624799,0.147074610842727,0.03394029480986,0.475040257648953,0.0621360674561922
0.178185341829818,0.0848094471282877,0.0369682205430998,0.325281803542673,0.0482840177133655,0.143317230273752,0.0330732069862505,0.472893183038111,0.0598598965871026
0.172010331936359,0.0987654320987654,0.0405191516302627,0.318303811057434,0.0422747249060655,0.145464304884595,0.0380445105082786,0.466451959205582,0.0511719448917517
0.162976920624791,0.0993022007514761,0.0331007335838254,0.312399355877617,0.0463717793880837,0.142780461621041,0.0395392047565961,0.453032742887815,0.0439652028962859
0.142385002248731,0.0869565217391304,0.0178372352285396,0.295759527643586,0.0439018048845947,0.142243692968331,0.0350138321152814,0.470209339774557,0.0456321300203157
0.157575239892991,0.0923242082662372,0.0568148973946075,0.314009661835749,0.0367980072463768,0.143853998926463,0.01770510756018,0.45679012345679,0.0462572276918268
0.134581487864429,0.0789049919484702,0.0182088442958008,0.310789049919485,0.0412766706924316,0.125067096081589,0.0250134192163178,0.439613526570048,0.0500825536598789
0.176952966365459,0.0976918947933441,0.0375738056897477,0.302200751476114,0.0566626409017713,0.122383252818035,0.0169453734671126,0.4723564143854,0.0657711463068278
0.16085675250087,0.0869565217391304,0.0423634336677815,0.30703166935051,0.0455750134192163,0.150831991411702,0.0232049217556464,0.471282877079979,0.0497133836582256
0.181116241206515,0.0923242082662372,0.0331420234801877,0.319914117015566,0.0624832259796028,0.13419216317767,0.0227094429992981,0.450885668276973,0.0627815487474266
0.16569422699739,0.0874932903918411,0.0291644301306137,0.314009661835749,0.0441576086956522,0.145464304884595,0.0246170362112391,0.446054750402576,0.067755151959885
0.207124246317838,0.082662372517445,0.0275541241724817,0.311862587224906,0.0511649557165861,0.14170692431562,0.0479623436145175,0.443370907139023,0.0804428228142531
0.171543124291473,0.0837359098228663,0.0193236714975845,0.317230273752013,0.049567230273752,0.139023081052067,0.0491927825261159,0.452495974235105,0.0534594399940208
0.162148358604666,0.082662372517445,0.0360323162255529,0.314546430488459,0.0393183038110574,0.139023081052067,0.0235269829472728,0.468599033816425,0.0632707556207831
0.144398531756547,0.0681696188942566,0.033210839974125,0.303811057434246,0.0261087627482555,0.137949543746645,0.033956810768405,0.44873859366613,0.0511221182657616
0.151877674914541,0.0858829844337091,0.0308297892838956,0.329575952764359,0.0437718062265164,0.138486312399356,0.0234361451752756,0.455716586151369,0.0538399342288537
0.148675642362772,0.0998389694041868,0.0383996036169949,0.317230273752013,0.0346970611916264,0.147074610842727,0.0226268632065733,0.448201825013419,0.052952114347577
0.115370057211768,0.0805152979066023,0.0247739378174161,0.311325818572195,0.0340512614063339,0.114331723027375,0.0175894958503654,0.461621041331186,0.0389553621376528
0.169720059130355,0.0891035963499732,0.0434094443756279,0.302200751476114,0.0543016975308642,0.13365539452496,0.0349560262603741,0.439076757917338,0.0370528909634884
0.167764352354909,0.0874932903918411,0.0358946832376784,0.31508319914117,0.0640012748255502,0.128824476650564,0.0257648953301127,0.453569511540526,0.0421034989615678
0.172923510750095,0.0837359098228663,0.0386473429951691,0.320450885668277,0.0450634057971014,0.132581857219538,0.03467525496511,0.461621041331186,0.054537506992714
0.156984307106322,0.0912506709608159,0.0257373687325378,0.309715512614063,0.0411340915190553,0.13419216317767,0.0330319170898881,0.436392914653784,0.057080929764841
0.183151371961338,0.0917874396135266,0.0305958132045089,0.316693505099302,0.0618542002147075,0.136876006441224,0.023163631859284,0.457326892109501,0.0675377266828377
0.201210452456688,0.0853462157809984,0.0393905611296916,0.304347826086957,0.0594429347826087,0.144390767579173,0.0288781535158347,0.458400429414922,0.0734988030285529
0.177526429072495,0.0923242082662372,0.0402438856545137,0.308641975308642,0.0554591049382716,0.152442297369834,0.0257979272472026,0.457863660762211,0.0560255112325069
0.160970270316415,0.0837359098228663,0.0300590445517982,0.304884594739667,0.040492485238862,0.135802469135802,0.0292497625830959,0.453032742887815,0.0611689779426586
0.153432672882277,0.0767579173376275,0.0314904276256933,0.314009661835749,0.034344806763285,0.127750939345142,0.0275155869358768,0.444981213097155,0.0600818515574218
0.176505223607437,0.096081588835212,0.0418817182102206,0.322061191626409,0.0276771336553945,0.139023081052067,0.0491927825261159,0.456253354804079,0.0577535892157063
0.150000857484003,0.0907139023081052,0.0302379674360351,0.323671497584541,0.0455163043478261,0.130434782608696,0.0220735785953177,0.475577026301664,0.0521730071048239
0.175231537285996,0.0874932903918411,0.0291644301306137,0.319377348362856,0.0573881172839506,0.124530327428878,0.0306536190594162,0.491143317230274,0.0580253708120155
0.181795545205642,0.101449275362319,0.0390189520624303,0.310789049919485,0.0655570652173913,0.13365539452496,0.0226186052273009,0.462157809983897,0.0546009226985195
0.183433248185989,0.0971551261406334,0.0298938849663487,0.312936124530327,0.0464514559849705,0.135802469135802,0.0334283000949668,0.471819645732689,0.0736596071397025
0.138031820017255,0.0901771336553945,0.0208101077666295,0.314009661835749,0.0417044082125604,0.129361245303274,0.0199017300466576,0.470746108427268,0.0556155739914072
0.149117168225665,0.0891035963499732,0.0365553215794762,0.30703166935051,0.0359802737520129,0.135265700483092,0.0228911185432925,0.471282877079979,0.0536904543508836
0.182413391829095,0.0901771336553945,0.0323712787480903,0.31508319914117,0.0393853998926463,0.143853998926463,0.030983938230315,0.484165324745035,0.0796727749580437
0.152594682076945,0.0853462157809984,0.026260374086461,0.304347826086957,0.0309103260869565,0.129898013955985,0.0359717577108881,0.469672571121846,0.0594522241926388
0.145282886313584,0.0735373054213634,0.0301691509420978,0.317230273752013,0.0396537842190016,0.138486312399356,0.029827821132169,0.470209339774557,0.0456321300203157
0.168135874312684,0.0837359098228663,0.02361782071927,0.310252281266774,0.0363576892109501,0.131508319914117,0.0404640984351129,0.458400429414922,0.0676962659473514
0.20299802077448,0.0821256038647343,0.0294809860027251,0.326892109500805,0.0689538043478261,0.142780461621041,0.0373425822701185,0.455179817498658,0.0672206481538103
0.171291037061079,0.0917874396135266,0.040009909575127,0.30703166935051,0.0431763285024155,0.139559849704777,0.0343531937734836,0.471819645732689,0.0537516052100532
0.167546066327253,0.09447128287708,0.0339127682122851,0.323671497584541,0.0505736714975845,0.140096618357488,0.0280193236714976,0.449812130971551,0.055040302945886
0.175161007729573,0.107890499194847,0.0442627689004501,0.325818572195384,0.0509091519055287,0.139023081052067,0.0342210661051241,0.451959205582394,0.0457680208184703
0.134231605808495,0.0848094471282877,0.0195714108757587,0.320987654320988,0.0426311728395062,0.140096618357488,0.0301746562616128,0.450885668276973,0.0418543658316177
0.190337990304453,0.0966183574879227,0.0297287253808993,0.318303811057434,0.0522217190016103,0.15727321524423,0.0483917585366861,0.473966720343532,0.0599957873852572
0.177437439927121,0.0815888352120236,0.025104256988315,0.302737520128824,0.0543981481481482,0.14170692431562,0.0348817044469218,0.466988727858293,0.0630533303437358
0.150267185482054,0.0810520665593129,0.027017355519771,0.327428878153516,0.0358125335480408,0.13365539452496,0.0328997894215286,0.461621041331186,0.054537506992714
0.152666739315978,0.0880300590445518,0.0406292580205624,0.304347826086957,0.0380434782608696,0.135265700483092,0.0166480862133036,0.453032742887815,0.0573459168212425
0.168429733263785,0.096081588835212,0.0418817182102206,0.337627482555019,0.0527542941492217,0.134728931830381,0.0248730335686857,0.463768115942029,0.0489206873356571
0.162790542529639,0.0864197530864197,0.0332383665716999,0.306494900697799,0.0407063539989265,0.14170692431562,0.0305214913910566,0.476650563607085,0.0583243305679556
0.186713449251669,0.0794417606011809,0.0183327139848879,0.335480407944176,0.062902576489533,0.147074610842727,0.0429910400924894,0.477724100912507,0.0624871186847583
0.186098803085174,0.0901771336553945,0.0300590445517982,0.320987654320988,0.0576774691358025,0.123456790123457,0.0246913580246914,0.459473966720344,0.0736709313728821
0.159993688046645,0.084272678475577,0.0280908928251923,0.317767042404724,0.0446859903381643,0.151905528717123,0.0350551220116438,0.457863660762211,0.0521616828716443
0.160029856449665,0.0966183574879227,0.0297287253808993,0.314546430488459,0.0417756977992485,0.148148148148148,0.0250712250712251,0.455716586151369,0.0634542081982919
0.177614016299579,0.0907139023081052,0.0372159599212739,0.307568438003221,0.0384460547504026,0.135265700483092,0.0249721293199554,0.444981213097155,0.0769798723079467
0.178136874384027,0.0982286634460548,0.0453363062058714,0.323671497584541,0.03287288647343,0.129898013955985,0.0279780337751352,0.44873859366613,0.0719496479295905
0.200794813083078,0.096081588835212,0.0468089791761289,0.319914117015566,0.0599838969404187,0.13419216317767,0.0412898963623601,0.462694578636608,0.0527120406041705
0.133249268868307,0.0831991411701557,0.0255997357446633,0.288781535158347,0.0383537976382179,0.140633387010199,0.0237994962632644,0.449275362318841,0.0454962392221611
0.201128999098504,0.0982286634460548,0.0528923572401833,0.332259796027912,0.0493198134728932,0.136876006441224,0.0379041248606466,0.466451959205582,0.0610127035247808
0.158365995579542,0.0901771336553945,0.0369957471406747,0.327965646806227,0.035871242619431,0.144927536231884,0.0312151616499443,0.459473966720344,0.0542838441694921
0.150496776415473,0.0891035963499732,0.0297011987833244,0.32259796027912,0.0478856347289318,0.139559849704777,0.0300590445517982,0.461621041331186,0.0428508983514181
0.165510733315093,0.0933977455716586,0.0335273958462364,0.320450885668277,0.0475669283413849,0.135265700483092,0.0312151616499443,0.466988727858293,0.0532012474775271
0.183569881864728,0.0971551261406334,0.042349670368994,0.332259796027912,0.0571071524422974,0.142780461621041,0.0263594698377307,0.456253354804079,0.0577535892157063
0.155227837147248,0.0869565217391304,0.0267558528428094,0.332259796027912,0.0363409151905529,0.139023081052067,0.0406375159998348,0.435856146001074,0.0514935531140509
0.169013364370008,0.0874932903918411,0.0471117717494529,0.329039184111648,0.0282768048845947,0.154052603327966,0.0331805607167926,0.447665056360709,0.0604442270191674
0.206551308445456,0.0966183574879227,0.056980056980057,0.315619967793881,0.0493156199677939,0.125067096081589,0.0346339650687477,0.471282877079979,0.0656216664288578
0.169590796002999,0.0858829844337091,0.028627661477903,0.319377348362856,0.0499027106816962,0.13419216317767,0.0268384326355341,0.447665056360709,0.0642219912078654
0.156566267321939,0.0928609769189479,0.0333347096632121,0.315619967793881,0.0443840579710145,0.145464304884595,0.0335686857425988,0.447128287707998,0.0452788139451137
0.168485817889693,0.0789049919484702,0.0263016639828234,0.312936124530327,0.0464514559849705,0.135265700483092,0.0374581939799331,0.445517981749866,0.0582745039419656
0.159552496194187,0.0933977455716586,0.0407118378132871,0.312936124530327,0.0464514559849705,0.128824476650564,0.027746810355506,0.460010735373054,0.044642392040423
0.140129713428955,0.0767579173376275,0.0216496689926642,0.305958132045089,0.0478059581320451,0.146001073537305,0.0292002147074611,0.468062265163714,0.0414738715967848
0.165691922134834,0.0928609769189479,0.0261915575925238,0.302200751476114,0.0401360373054214,0.148148148148148,0.0433048433048433,0.474503488996243,0.0560594839320455
0.18497935744733,0.09447128287708,0.0484468117318359,0.323671497584541,0.0505736714975845,0.140633387010199,0.025963086832652,0.473966720343532,0.0599957873852572
0.149253331240963,0.096081588835212,0.0394180877272665,0.314546430488459,0.0344035158346753,0.132045088566828,0.0243775548123374,0.465378421900161,0.0510541728666843
0.157450736482394,0.0950080515297907,0.0462859738222057,0.316156736446592,0.027169719538379,0.126677402039721,0.0214377141913374,0.449275362318841,0.0625573289304715
0.153355223293843,0.0869565217391304,0.0289855072463768,0.324208266237252,0.0481246645195921,0.127750939345142,0.0314463850695735,0.461621041331186,0.0447986664583008
0.188632556704355,0.103059581320451,0.0422808538750568,0.321524422973698,0.0552620101986044,0.131508319914117,0.0323712787480903,0.479871175523349,0.0587184138826039
0.16038284531986,0.0923242082662372,0.0449784604373976,0.317767042404724,0.0372383252818035,0.13365539452496,0.0431809736157562,0.436392914653784,0.0349850859849025
0.161127706012628,0.0848094471282877,0.0347936193346821,0.316693505099302,0.0470091921631777,0.140096618357488,0.0280193236714976,0.450348899624262,0.0513055708432703
0.148967303977088,0.0730005367686527,0.0318207467965922,0.308641975308642,0.0385802469135802,0.13419216317767,0.0247739378174161,0.439613526570048,0.0537923724494996
0.133093003705812,0.0933977455716586,0.0335273958462364,0.289855072463768,0.0339673913043478,0.147074610842727,0.0316776084892027,0.472893183038111,0.0339206080660248
0.188680186537996,0.0837359098228663,0.0407944176060118,0.323671497584541,0.0505736714975845,0.132045088566828,0.0304719435154218,0.465915190552872,0.0668401539189774
0.148046160361943,0.0831991411701557,0.0191998018084975,0.300590445517982,0.0375738056897477,0.122920021470746,0.020801849787357,0.477187332259796,0.0704707030763412
0.163058771692222,0.0966183574879227,0.0346835129443825,0.305421363392378,0.0405637748255502,0.144390767579173,0.0422065320616045,0.450348899624262,0.0456049518606848
0.164948987922792,0.0939345142243693,0.0337200820292608,0.319377348362856,0.0548929817498658,0.14170692431562,0.0174408522234609,0.422973698336017,0.0588950719202049
0.16602308218449,0.0907139023081052,0.0395419574163536,0.322061191626409,0.0427737520128824,0.146537842190016,0.0247987117552335,0.465378421900161,0.0589086610000204
0.18639961691208,0.0751476113794954,0.0289029274536521,0.324745034889962,0.0532784822866345,0.14922168545357,0.0275486188529667,0.465915190552872,0.076669588318827
0.157340355424996,0.0880300590445518,0.0270861720137082,0.320450885668277,0.0450634057971014,0.151368760064412,0.0256162517032082,0.44122383252818,0.0595745259109779
0.165214328589264,0.09447128287708,0.0387574493854687,0.306494900697799,0.0454953368223296,0.134728931830381,0.0228002807712953,0.459473966720344,0.0581612616101701
0.19405557681027,0.09447128287708,0.0460244711452441,0.322061191626409,0.0427737520128824,0.142243692968331,0.0415789256368966,0.457326892109501,0.0636784280152469
0.172200969685376,0.0912506709608159,0.0350964119080061,0.331723027375201,0.0518317230273752,0.144390767579173,0.0288781535158347,0.445517981749866,0.0563946812341602
0.139630557563429,0.0864197530864197,0.0354542576764799,0.317230273752013,0.0297403381642512,0.138486312399356,0.0234361451752756,0.447665056360709,0.0509998165474225
0.149322791800663,0.0896403650026838,0.0367755343600754,0.303811057434246,0.0450969538378959,0.123993558776167,0.0247987117552335,0.459473966720344,0.0426515918474581
0.169832032113609,0.0917874396135266,0.0353028613898179,0.319377348362856,0.0548929817498658,0.12614063338701,0.027168751806433,0.460547504025765,0.0524674371674922
0.151871543495596,0.0891035963499732,0.0456941519743452,0.316693505099302,0.0272158480944713,0.150831991411702,0.032486890457905,0.458937198067633,0.0464746529688742
0.197984632754247,0.0950080515297907,0.0414137660514472,0.32259796027912,0.0604871175523349,0.135265700483092,0.0374581939799331,0.448201825013419,0.0586255551705316
0.150739611801802,0.0730005367686527,0.0205898949860303,0.312399355877617,0.0390499194847021,0.144927536231884,0.0356744704570792,0.469135802469136,0.0554253268739907
0.198715145970237,0.0998389694041868,0.0460795243403939,0.319377348362856,0.0598832528180354,0.144390767579173,0.0355423427887196,0.451959205582394,0.0572100260230878
0.145277354861223,0.0917874396135266,0.0258887650191998,0.309715512614063,0.0387144390767579,0.123993558776167,0.0228911185432925,0.441760601180891,0.0577830322219731
0.190021889307189,0.0998389694041868,0.0383996036169949,0.327428878153516,0.0511607622114869,0.147074610842727,0.0429910400924894,0.469672571121846,0.0574704833862175
0.147871570085766,0.0848094471282877,0.0282698157094292,0.315619967793881,0.032055152979066,0.120772946859903,0.0315867707172055,0.457326892109501,0.0559598306800655
0.157954180040151,0.0821256038647343,0.0315867707172055,0.306494900697799,0.043100845410628,0.142243692968331,0.026260374086461,0.450348899624262,0.0570061898258559
0.165348268951583,0.0896403650026838,0.0390740052575801,0.33064949006978,0.0464975845410628,0.143853998926463,0.0376233535653826,0.454106280193237,0.0421533255875578
0.179229375152333,0.0864197530864197,0.0310224754669199,0.312936124530327,0.05378589640365,0.140633387010199,0.0281266774020397,0.476113794954375,0.066294325879723
0.18445274630512,0.0933977455716586,0.0311325818572195,0.32259796027912,0.0554465244229737,0.139023081052067,0.0256657995788431,0.450348899624262,0.0722078404460842
0.167057383744116,0.0912506709608159,0.0280771295264049,0.320450885668277,0.0450634057971014,0.132581857219538,0.0244766505636071,0.470209339774557,0.0694401978570021
0.182424232876845,0.0885668276972625,0.0272513315991577,0.320450885668277,0.042559883252818,0.134728931830381,0.0352367975556381,0.470209339774557,0.0773762204692309
0.143843554499092,0.0848094471282877,0.0326190181262645,0.301663982823403,0.0377079978529254,0.148684916800859,0.0251620628432223,0.458400429414922,0.0483544756766796
0.175389049475226,0.0987654320987654,0.0303893637226971,0.310252281266774,0.0436292270531401,0.130434782608696,0.0260869565217391,0.446054750402576,0.07528350217765
0.144062157931937,0.0853462157809984,0.0284487385936661,0.316693505099302,0.0296900161030596,0.127750939345142,0.0196539906684834,0.44873859366613,0.066269412566728
0.159683334369936,0.0923242082662372,0.0331420234801877,0.313472893183038,0.0489801395598497,0.138486312399356,0.0170444692183823,0.448201825013419,0.0605167021115165
0.17064573733868,0.0885668276972625,0.0476898302985259,0.311862587224906,0.046292102791197,0.133118625872249,0.0286717040340229,0.437466451959206,0.0479921002149339
0.16944055255594,0.0933977455716586,0.043106651802304,0.307568438003221,0.0360431763285024,0.144927536231884,0.020066889632107,0.449812130971551,0.070223834793027
0.158004218451078,0.105743424584004,0.0379591780557964,0.319914117015566,0.0349906065485776,0.130434782608696,0.0220735785953177,0.466451959205582,0.0629808552513866
0.160973736185089,0.0837359098228663,0.0343531937734836,0.324208266237252,0.0379931561996779,0.128287707997853,0.021710227507329,0.466451959205582,0.0669171587045983
0.131306406658788,0.0891035963499732,0.0388400291781934,0.314546430488459,0.0294887278582931,0.134728931830381,0.0290185391634667,0.473429951690821,0.0339591104588353
0.173963553097065,0.0821256038647343,0.0273752012882448,0.314009661835749,0.0613300120772947,0.132581857219538,0.03467525496511,0.461084272678476,0.050583084766415
0.177629352469023,0.0869565217391304,0.0267558528428094,0.316156736446592,0.0444595410628019,0.146001073537305,0.0359387257937983,0.451422436929683,0.070475232769613
0.156258208980187,0.0917874396135266,0.0235352409265453,0.320987654320988,0.0300925925925926,0.13365539452496,0.0287873157438375,0.460547504025765,0.0738430597172113
0.177708179476204,0.0901771336553945,0.0323712787480903,0.308641975308642,0.0578703703703704,0.14170692431562,0.0305214913910566,0.465378421900161,0.0569450389666864
0.171808826734528,0.0837359098228663,0.0300590445517982,0.292002147074611,0.0456253354804079,0.131508319914117,0.0323712787480903,0.457863660762211,0.063753167954232
0.19446834837627,0.0848094471282877,0.0304444169178469,0.296833064949007,0.0463801663982823,0.145464304884595,0.0492340724224782,0.463231347289318,0.068409692637663
0.162160074830533,0.0939345142243693,0.0313115047414564,0.326355340848094,0.0356951154052603,0.138486312399356,0.0276972624798712,0.470209339774557,0.0674561922039449
0.174884058363007,0.0880300590445518,0.03837207701942,0.310252281266774,0.0436292270531401,0.158346752549651,0.0341054543953095,0.435319377348363,0.0587772998951376
0.133444994083524,0.0885668276972625,0.0272513315991577,0.311862587224906,0.0341099704777241,0.139023081052067,0.0192493496841323,0.463768115942029,0.0528343423225096
0.164790973492932,0.0869565217391304,0.0334448160535117,0.307568438003221,0.0432518115942029,0.147611379495437,0.0340641644989471,0.457326892109501,0.0540301813462701
0.164625364749195,0.0772946859903382,0.027746810355506,0.317767042404724,0.0422034353193773,0.139559849704777,0.0279119699409555,0.465378421900161,0.0667631491333564
0.176128917161144,0.0837359098228663,0.0343531937734836,0.311325818572195,0.0389157273215244,0.151368760064412,0.041917502787068,0.465915190552872,0.0609424932790676
0.165194339139965,0.0885668276972625,0.0363351087988769,0.311862587224906,0.0511649557165861,0.14170692431562,0.0239811718072588,0.454643048845947,0.0537131028172427
0.16026483809918,0.0864197530864197,0.0421019309908199,0.324745034889962,0.0405931293612453,0.142243692968331,0.0328254676080763,0.482018250134192,0.0447443101390389
0.158093051616029,0.0933977455716586,0.0335273958462364,0.307568438003221,0.0480575684380032,0.12614063338701,0.0291093769354639,0.468062265163714,0.0473987103963255
0.157896180911071,0.0880300590445518,0.0293433530148506,0.328502415458937,0.046195652173913,0.135802469135802,0.0229819563152896,0.485238862050456,0.0593752194070179
0.137565538999527,0.103059581320451,0.0449234072422478,0.302737520128824,0.0189210950080515,0.130434782608696,0.0160535117056856,0.471282877079979,0.0576675250435417
0.20043125511006,0.0778314546430488,0.0379178881594341,0.322061191626409,0.0478059581320451,0.134728931830381,0.0435278087452,0.468599033816425,0.071179600073381
0.157149831462744,0.0912506709608159,0.0257373687325378,0.29898013955985,0.0397082997852925,0.130434782608696,0.0301003344481605,0.456253354804079,0.0616038284967533
0.172344773563682,0.084272678475577,0.0388950823733432,0.311862587224906,0.0511649557165861,0.141170155662909,0.0260621825839217,0.459473966720344,0.0562225528898311
0.195091012970951,0.0858829844337091,0.0396383005078657,0.333870101986044,0.0599922839506173,0.147074610842727,0.0362029811305174,0.453032742887815,0.0592574473819505
